0,1064
1,1064
2,1064
3,1064
4,1064
5,1064
6,757
7,757
8,757
9,757
10,757
11,757
12,757
13,757
14,757
15,757
16,757
17,757
18,757
19,757
20,757
21,757
22,757
23,742
24,742
25,742
26,716
27,716
28,716
29,716
30,716
31,716
32,716
33,716
34,716
35,716
36,158
37,158
38,158
39,752
40,752
41,752
42,752
43,752
44,752
45,752
46,716
47,716
48,716
49,716
50,716
51,716
52,716
53,716
54,716
55,716
56,716
57,716
58,716
59,716
60,716
61,716
62,716
63,209
64,209
65,209
66,276
67,276
68,276
69,281
70,281
71,281
72,281
73,286
74,286
75,286
76,291
77,291
78,291
79,291
80,291
81,291
82,296
83,296
84,296
85,296
86,296
87,296
88,296
89,296
90,296
91,296
92,281
93,281
94,281
95,281
96,296
97,296
98,296
99,312
100,312
101,312
102,312
103,312
104,312
105,312
106,317
107,317
108,317
109,757
110,757
111,757
112,757
113,757
114,757
115,757
116,757
117,757
118,757
119,757
120,757
121,757
122,757
123,757
124,757
125,757
126,757
127,757
128,757
129,757
130,757
131,757
132,757
133,757
134,757
135,757
136,757
137,757
138,757
139,757
140,757
141,757
142,747
143,747
144,747
145,747
146,747
147,747
148,747
149,747
150,747
151,747
152,747
153,747
154,747
155,747
156,747
157,747
158,747
159,747
160,747
161,747
162,747
163,747
164,747
165,747
166,747
167,747
168,747
169,747
170,747
171,747
172,762
173,762
174,762
175,762
176,762
177,762
178,762
179,762
180,762
181,762
182,762
183,762
184,762
185,762
186,762
187,762
188,762
189,762
190,762
191,762
192,762
193,762
194,762
195,762
196,762
197,762
198,762
199,762
200,762
201,762
202,762
203,762
204,762
205,757
206,757
207,757
208,757
209,757
210,757
211,757
212,757
213,757
214,757
215,757
216,757
217,757
218,757
219,757
220,757
221,757
222,757
223,757
224,757
225,757
226,757
227,757
228,757
229,757
230,757
231,757
232,757
233,757
234,757
235,757
236,757
237,757
238,757
239,757
240,757
241,757
242,757
243,757
244,757
245,757
246,757
247,757
248,757
249,757
250,757
251,757
252,757
253,757
254,757
255,757
256,757
257,757
258,757
259,757
260,757
261,757
262,757
263,757
264,757
265,757
266,757
267,757
268,757
269,757
270,757
271,757
272,757
273,757
274,757
275,757
276,757
277,757
278,757
279,757
280,757
281,757
282,752
283,752
284,752
285,747
286,747
287,747
288,747
289,747
290,747
291,747
292,747
293,747
294,747
295,747
296,747
297,747
298,747
299,747
300,747
301,747
302,747
303,747
304,747
305,885
306,885
307,885
308,890
309,890
310,890
311,890
312,890
313,890
314,890
315,890
316,890
317,890
318,1187
319,1187
320,1187
321,1202
322,1202
323,1202
324,1202
325,1218
326,1218
327,1218
328,1223
329,1223
330,1223
331,1248
332,1248
333,1248
334,1248
335,1248
336,1248
337,1248
338,1223
339,1223
340,1223
341,1218
342,1218
343,1218
344,1218
345,1197
346,1197
347,1197
348,1187
349,1187
350,1187
351,1300
352,1300
353,1300
354,1300
355,1233
356,1233
357,1233
358,1223
359,1223
360,1223
361,1100
362,1100
363,1100
364,1100
365,1248
366,1248
367,1248
368,1218
369,1218
370,1218
371,1212
372,1212
373,1212
374,1212
375,1202
376,1202
377,1202
378,1212
379,1212
380,1212
381,1212
382,1212
383,1212
384,1212
385,1161
386,1161
387,1161
388,1166
389,1166
390,1166
391,1172
392,1172
393,1172
394,1172
395,1182
396,1182
397,1182
398,1187
399,1187
400,1187
401,1187
402,1187
403,1187
404,1182
405,1182
406,1182
407,1182
408,1187
409,1187
410,1187
411,1187
412,1187
413,1187
414,1187
415,1187
416,1187
417,1187
418,1187
419,1187
420,1187
421,1187
422,1187
423,1187
424,1192
425,1192
426,1192
427,1192
428,1192
429,1192
430,1192
431,1192
432,1192
433,1192
434,1187
435,1187
436,1187
437,1187
438,1187
439,1187
440,1187
441,1187
442,1187
443,1187
444,1187
445,1187
446,1187
447,1187
448,1187
449,1187
450,1187
451,1192
452,1192
453,1192
454,1192
455,1192
456,1192
457,1192
458,1187
459,1187
460,1187
461,1187
462,1187
463,1187
464,1182
465,1182
466,1182
467,1182
468,1182
469,1182
470,1182
471,1182
472,1182
473,1182
474,1182
475,1182
476,1182
477,1182
478,1182
479,1182
480,1182
481,1182
482,1182
483,1182
484,1182
485,1182
486,1182
487,1182
488,1182
489,1182
490,1182
491,1177
492,1177
493,1177
494,1172
495,1172
496,1172
497,1177
498,1177
499,1177
500,1177
501,1177
502,1177
503,1177
504,1177
505,1177
506,1177
507,1172
508,1172
509,1172
510,1172
511,1172
512,1172
513,1172
514,1172
515,1172
516,1172
517,1166
518,1166
519,1166
520,1166
521,1177
522,1177
