0,183
1,183
2,183
3,183
4,183
5,183
6,183
7,183
8,184
9,185
10,184
11,184
12,184
13,184
14,184
15,184
16,184
17,182
18,179
19,179
20,179
21,179
22,183
23,183
24,183
25,183
26,183
27,183
28,183
29,183
30,183
31,182
32,180
33,180
34,180
35,181
36,183
37,183
38,182
39,183
40,183
41,179
42,179
43,179
44,179
45,179
46,183
47,183
48,183
49,180
50,181
51,180
52,179
53,178
54,178
55,178
56,178
57,173
58,168
59,154
60,134
61,117
62,117
63,116
64,115
65,117
66,116
67,115
68,119
69,119
70,117
71,116
72,145
73,160
74,153
75,155
76,155
77,166
78,169
79,169
80,173
81,170
82,173
83,173
84,174
85,174
86,174
87,174
88,174
89,179
90,174
91,174
92,174
93,179
94,179
95,179
96,179
97,179
98,179
99,179
100,179
101,179
102,179
103,179
104,179
105,179
106,179
107,179
108,181
109,182
110,182
111,181
112,179
113,178
114,178
115,178
116,178
117,178
118,181
119,179
120,178
121,178
122,179
123,183
124,179
125,179
126,179
127,179
128,179
129,179
130,179
131,184
132,181
133,178
134,179
135,181
136,181
137,180
138,180
139,180
140,180
141,180
142,180
143,180
144,179
145,179
146,179
147,179
148,186
149,186
150,186
151,185
152,185
153,184
154,179
155,186
156,186
157,185
158,185
159,184
160,184
161,178
162,168
